clock,sample,za1,za2,za3,za4,za5,za6,za7,za8,za9,za10,za11,za12,za13,za14,za15,za16,za17,za18,za19,za20,za21,za22,za23,za24,za25,za26,za27,za28,za29,za30,za31,za32,zd1,zd2,zd3,zd4,zd5,zd6,zd7,zd8,zd9,zd10,zd11,zd12,zd13,zd14,zd15,zd16,zd17,zd18,zd19,zd20,zd21,zd22,zd23,zd24,zd25,zd26,zd27,zd28,zd29,zd30,zd31,zd32,pattern1,pattern2,pattern3,pattern4,pattern5,pattern6,pattern7,pattern8,pattern9,pattern10
2016-05-22T12:08:54.162Z,1154348,-35615,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-224,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-288207,-48220,-1955,-215,-1980,-12,-1154348,-16,-35609,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-209,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-1154348,-286900,-48129,-1955,-211,-1973,-8,-1154348,-12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T12:23:47.567Z,1155241,-36508,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1117,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-289100,-49113,-2848,-1108,-2873,-10,-1155241,-11,-36502,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1102,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-1155241,-287793,-49022,-2848,-1104,-2866,-3,-1155241,-6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T12:23:19.325Z,1155213,-36480,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1089,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-289072,-49085,-2820,-1080,-2845,-8,-1155213,-9,-36474,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1074,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-1155213,-287765,-48994,-2820,-1076,-2838,-3,-1155213,-4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T12:40:07.480Z,1156221,-37488,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-33,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-290080,-50093,-61,-51,-80,-10,-1156221,-11,-37482,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-28,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-1156221,-288773,-50002,-56,-37,-70,-6,-1156221,-7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T12:31:31.289Z,1155705,-36972,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-37,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-289564,-49577,-64,-44,-81,-4,-1155705,-14,-36966,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-32,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-1155705,-288257,-49486,-58,-38,-73,-2,-1155705,-9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T12:26:15.597Z,1155389,-36656,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1265,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-289248,-49261,-2996,-1256,-3021,-10,-1155389,-159,-36650,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1250,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-1155389,-287941,-49170,-2996,-1252,-3014,-8,-1155389,-154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T12:41:58.901Z,1156333,-37600,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-145,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-290192,-50205,-173,-163,-192,-13,-1156333,-123,-37594,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-140,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-1156333,-288885,-50114,-168,-149,-182,-11,-1156333,-119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:09:48.890Z,1158003,-39270,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-278,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-291862,-51875,-1843,-287,-11,-14,-1158003,-122,-39264,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-273,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-1158003,-290555,-51784,-1838,-281,-6,-12,-1158003,-118,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:07:59.018Z,1157893,-39160,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-168,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-291752,-51765,-1733,-177,-9,-6,-1157893,-12,-39154,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-163,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-1157893,-290445,-51674,-1728,-171,-5,-4,-1157893,-8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:07:15.847Z,1157850,-39117,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-125,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-291709,-51722,-1690,-134,-20,-6,-1157850,-12,-39111,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-120,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-1157850,-290402,-51631,-1685,-128,-18,-4,-1157850,-7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:06:35.076Z,1157809,-39076,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-84,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-291668,-51681,-1649,-93,-19,-10,-1157809,-14,-39070,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-79,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-1157809,-290361,-51590,-1644,-87,-15,-8,-1157809,-10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:14:30.853Z,1158285,-39552,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-560,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-292144,-52157,-2125,-569,-14,-26,-1158285,-404,-39546,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-555,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-1158285,-290837,-52066,-2120,-563,-10,-24,-1158285,-400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:15:59.885Z,1158374,-39641,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-649,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-292233,-52246,-2214,-658,-71,0,-1158374,-39,-39635,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-644,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-1158374,-290926,-52155,-2209,-652,-67,-12,-1158374,-35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:15:32.972Z,1158347,-39614,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-622,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-292206,-52219,-2187,-631,-44,-6,-1158347,-12,-39608,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-617,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-1158347,-290899,-52128,-2182,-625,-40,-4,-1158347,-8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:22:42.691Z,1158776,-40043,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-32,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-292635,-52648,-56,-47,-71,-8,-1158776,-12,-40037,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-27,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-1158776,-291328,-52557,-48,-35,-64,-7,-1158776,-8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:26:26.326Z,1159000,-40267,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-256,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-292859,-52872,-121,-52,-109,-2,-1159000,-9,-40261,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-251,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-1159000,-291552,-52781,-120,-51,-105,-1,-1159000,-5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:25:53.437Z,1158967,-40234,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-223,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-292826,-52839,-88,-19,-76,-9,-1158967,-10,-40228,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-218,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-1158967,-291519,-52748,-87,-18,-72,-5,-1158967,-6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:28:19.706Z,1159113,-40380,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-369,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-292972,-52985,-234,-1,-222,-13,-1159113,-41,-40374,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-364,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-1159113,-291665,-52894,-233,-1,-218,-11,-1159113,-37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:34:21.929Z,1159476,-40743,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-24,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-293335,-53348,-35,-30,-48,0,-1159476,-9,-40737,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-21,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-1159476,-292028,-53257,-31,-24,-40,-4,-1159476,-6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:42:43.971Z,1159978,-41245,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-23,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-293837,-53850,-35,-30,-48,-4,-1159978,-8,-41239,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-20,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-1159978,-292530,-53759,-31,-22,-41,-2,-1159978,-5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:39:34.271Z,1159788,-41055,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-336,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-293647,-53660,-347,-342,-360,-15,-1159788,-39,-41049,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-333,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-1159788,-292340,-53569,-343,-336,-352,-13,-1159788,-318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:55:56.134Z,1160770,-42037,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-128,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-294629,-54642,-146,-139,-160,-15,-1160770,-109,-42031,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-125,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-1160770,-293322,-54551,-141,-129,-155,-13,-1160770,-105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T13:54:16.647Z,1160670,-41937,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-28,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-294529,-54542,-46,-39,-60,-5,-1160670,-9,-41931,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-25,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-1160670,-293222,-54451,-41,-29,-55,-4,-1160670,-5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T14:03:17.764Z,1161211,-42478,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-70,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-295070,-55083,-587,-49,-72,-6,-1161211,-9,-42472,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-65,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-1161211,-293763,-54992,-582,-47,-67,-4,-1161211,-7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:13:02.215Z,1190596,-1101,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-236,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-324455,-84468,-251,-244,-267,-11,-1190596,-217,-1096,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-232,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-1190596,-323148,-84377,-244,-235,-259,-9,-1190596,-213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:09:37.757Z,1190391,-896,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-31,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-324250,-84263,-46,-39,-62,-7,-1190391,-12,-891,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-27,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-1190391,-322943,-84172,-39,-30,-54,-6,-1190391,-8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:15:13.361Z,1190727,-1232,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-367,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-324586,-84599,-382,-375,-398,-12,-1190727,-348,-1227,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-363,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-1190727,-323279,-84508,-375,-366,-390,-10,-1190727,-344,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:23:58.809Z,1191253,-1758,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-30,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-325112,-85125,-45,-40,-71,0,-1191253,-8,-1753,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-25,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-1191253,-323805,-85034,-43,-32,-61,-1,-1191253,-3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:23:39.343Z,1191233,-1738,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-10,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-325092,-85105,-25,-20,-51,-113,-1191233,-108,-1733,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-5,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-1191233,-323785,-85014,-23,-12,-41,-106,-1191233,-105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:23:27.851Z,1191222,-1727,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-75,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-325081,-85094,-14,-9,-40,-102,-1191222,-97,-1722,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-70,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-1191222,-323774,-85003,-12,-1,-30,-95,-1191222,-94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:23:15.650Z,1191209,-1714,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-62,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-325068,-85081,-1,-53,-27,-89,-1191209,-84,-1709,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-57,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-1191209,-323761,-84990,-3,-45,-17,-82,-1191209,-81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:22:56.628Z,1191190,-1695,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-43,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-325049,-85062,-21,-34,-8,-70,-1191190,-65,-1690,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-38,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-1191190,-323742,-84971,-17,-26,-209,-63,-1191190,-62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:20:28.689Z,1191042,-1547,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-33,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-324901,-84914,-53,-42,-69,-2,-1191042,-10,-1542,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-29,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-1191042,-323594,-84823,-44,-33,-61,0,-1191042,-6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:27:09.602Z,1191443,-1948,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-27,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-325302,-85315,-45,-37,-65,-5,-1191443,-7,-1943,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-24,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-1191443,-323995,-85224,-38,-28,-55,-128,-1191443,-2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:26:51.396Z,1191425,-1930,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-9,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-325284,-85297,-27,-19,-47,-114,-1191425,-107,-1925,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-6,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-1191425,-323977,-85206,-20,-10,-37,-110,-1191425,-102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:26:39.808Z,1191414,-1919,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-71,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-325273,-85286,-16,-8,-36,-103,-1191414,-96,-1914,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-65,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-1191414,-323966,-85195,-9,-55,-26,-99,-1191414,-91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:26:28.313Z,1191402,-1907,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-59,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-325261,-85274,-4,-50,-24,-91,-1191402,-84,-1902,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-53,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-1191402,-323954,-85183,-6,-43,-14,-87,-1191402,-79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:26:11.729Z,1191385,-1890,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-42,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-325244,-85257,-21,-33,-7,-74,-1191385,-67,-1885,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-36,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-1191385,-323937,-85166,-17,-26,-193,-70,-1191385,-62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
