clock,sample,za1,za2,za3,za4,za5,za6,za7,za8,za9,za10,za11,za12,za13,za14,za15,za16,za17,za18,za19,za20,za21,za22,za23,za24,za25,za26,za27,za28,za29,za30,za31,za32,zd1,zd2,zd3,zd4,zd5,zd6,zd7,zd8,zd9,zd10,zd11,zd12,zd13,zd14,zd15,zd16,zd17,zd18,zd19,zd20,zd21,zd22,zd23,zd24,zd25,zd26,zd27,zd28,zd29,zd30,zd31,zd32,pattern1,pattern2,pattern3,pattern4,pattern5,pattern6,pattern7,pattern8,pattern9,pattern10
2016-05-15T19:05:19.465Z,574532,-152,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-29,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,0,-1,-50,-43,-64,0,-574532,-10,-128,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-24,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-574532,-1,0,-48,-30,-60,-1,-574532,-6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-15T20:34:29.942Z,579884,-2023,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-273,-579884,-579884,-579884,-579884,-579884,-108,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-5352,-5353,-123,-117,-22,-10,-579884,-85,-2017,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-538,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-579884,-5353,-5352,-121,-113,-18,-8,-579884,-80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-15T20:34:09.770Z,579863,-2002,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-252,-579863,-579863,-579863,-579863,-579863,-87,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-5331,-5332,-102,-96,-1,-10,-579863,-64,-1996,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-517,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-579863,-5332,-5331,-100,-92,-60,-8,-579863,-59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-15T20:02:06.531Z,577940,-79,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-34,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-3408,-3409,-2577,-38,-805,-9,-577940,-13,-73,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-30,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-577940,-3409,-3408,-2577,-35,-803,-7,-577940,-9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-15T21:14:46.060Z,582300,-4439,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-2689,-582300,-582300,-582300,-582300,-582300,-65,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-1721,-7769,-117,-82,-22,-11,-582300,-42,-4433,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-66,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-582300,-1722,-7768,-113,-71,-12,-9,-582300,-38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-16T11:20:51.001Z,633065,-26461,-633065,-633065,-633065,-633065,-633065,-633065,-633065,-48952,-53454,-633065,-633065,-633065,-633065,-633065,-36,-633065,-633065,-633065,-633065,-633065,-633065,-633065,-633065,-40225,-58534,-928,-45,-18625,-6,-633065,-11,-26142,-633065,-633065,-633065,-633065,-633065,-633065,-633065,-32671,-32679,-633065,-633065,-633065,-633065,-633065,-32,-633065,-633065,-633065,-633065,-633065,-633065,-633065,-633065,-33521,-58533,-926,-40,-18622,-4,-633065,-7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-16T11:16:48.020Z,632822,-26218,-632822,-632822,-632822,-632822,-632822,-632822,-632822,-48709,-53211,-632822,-632822,-632822,-632822,-632822,-38,-632822,-632822,-632822,-632822,-632822,-632822,-632822,-632822,-39982,-58291,-685,-44,-18382,-8,-632822,-18,-25899,-632822,-632822,-632822,-632822,-632822,-632822,-632822,-32428,-32436,-632822,-632822,-632822,-632822,-632822,-34,-632822,-632822,-632822,-632822,-632822,-632822,-632822,-632822,-33278,-58290,-683,-42,-18379,-6,-632822,-13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-16T11:15:07.212Z,632721,-26117,-632721,-632721,-632721,-632721,-632721,-632721,-632721,-48608,-53110,-632721,-632721,-632721,-632721,-632721,-46,-632721,-632721,-632721,-632721,-632721,-632721,-632721,-632721,-39881,-58190,-584,-52,-18281,-4,-632721,-19,-25798,-632721,-632721,-632721,-632721,-632721,-632721,-632721,-32327,-32335,-632721,-632721,-632721,-632721,-632721,-40,-632721,-632721,-632721,-632721,-632721,-632721,-632721,-632721,-33177,-58189,-582,-47,-18278,-2,-632721,-14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-16T13:00:00.040Z,639014,-32410,-639014,-639014,-639014,-639014,-639014,-639014,-639014,-54901,-59403,-639014,-639014,-639014,-639014,-639014,-25,-639014,-639014,-639014,-639014,-639014,-639014,-639014,-639014,-46174,-64483,-1830,-13,-551,-79,-639014,-82,-32091,-639014,-639014,-639014,-639014,-639014,-639014,-639014,-38620,-38628,-639014,-639014,-639014,-639014,-639014,-17,-639014,-639014,-639014,-639014,-639014,-639014,-639014,-639014,-39470,-64482,-1829,-11,-551,-75,-639014,-74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-17T04:10:35.917Z,693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-3500,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-24,-227,-84,-693650,-90,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-42,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-693650,-22,-224,-78,-693650,-74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-17T04:03:35.927Z,693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-3080,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-141,-22,-5,-693230,-15,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-3597,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-693230,-136,-16,-3,-693230,-11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-18T02:40:31.275Z,774645,-531,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-510,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-7196,-774645,-7201,-455,-530,-15,-774645,-38,-527,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-506,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-774645,-7200,-453,-527,-13,-774645,-35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-18T03:09:37.190Z,776391,-1566,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-1015,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-8942,-776391,-8947,-130,-2276,-11,-776391,-101,-1563,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-1540,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-776391,-8946,-128,-2273,-9,-776391,-97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-18T03:09:02.849Z,776357,-1532,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-981,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-8908,-776357,-8913,-96,-2242,-7,-776357,-67,-1529,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-1506,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-776357,-8912,-94,-2239,-5,-776357,-63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-19T11:30:49.206Z,892863,-25692,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-33,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-26722,-892863,-79,-46,-64,-11,-892863,-15,-25686,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-29,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-892863,-25415,-892863,-78,-35,-62,-9,-892863,-11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
2016-05-19T11:28:16.246Z,892710,-25539,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-25,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-26569,-892710,-72,-38,-60,-7,-892710,-8,-25533,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-21,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-892710,-25262,-892710,-71,-29,-52,-2,-892710,-123,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
2016-05-19T11:25:56.203Z,892570,-25399,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-43,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-26429,-892570,-69,-60,-94,-15,-892570,-16,-25393,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-37,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-892570,-25122,-892570,-67,-47,-83,-8,-892570,-12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-19T11:21:50.303Z,892324,-25153,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-58,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-26183,-892324,-86,-75,-104,-8,-892324,-14,-25147,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-47,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-892324,-24876,-892324,-84,-63,-98,-6,-892324,-10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-20T16:52:27.832Z,998562,-2919,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-2205,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-132421,-49730,-5048,-1167,-1404,-6974,-998562,-6983,-2913,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-1949,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-998562,-131114,-49554,-5047,-1156,-1402,-6972,-998562,-6970,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-20T22:55:08.775Z,1020323,-1073,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1386,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-154182,-71491,-18780,-1081,-1183,-2525,-1020323,-2648,-1068,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1353,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-1020323,-152875,-71315,-18778,-1075,-1180,-2521,-1020323,-2519,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T01:10:54.328Z,1028468,-1581,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-30,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-162327,-79636,-55,-44,-74,-7,-1028468,-9,-1576,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-26,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-1028468,-161020,-79460,-50,-35,-64,-3,-1028468,-5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T01:08:32.497Z,1028326,-1439,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-33,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-162185,-79494,-58,-47,-76,-5,-1028326,-10,-1434,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-28,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-1028326,-160878,-79318,-55,-38,-68,-3,-1028326,-5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T01:06:11.843Z,1028186,-1299,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-32,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-162045,-79354,-55,-46,-73,-4,-1028186,-11,-1294,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-29,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-1028186,-160738,-79178,-51,-35,-64,-2,-1028186,-6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T01:03:44.631Z,1028038,-1151,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-32,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-161897,-79206,-53,-44,-71,-2,-1028038,-10,-1146,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-27,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-1028038,-160590,-79030,-48,-32,-62,-1,-1028038,-5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T01:01:06.763Z,1027880,-993,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-34,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-161739,-79048,-51,-41,-68,-3,-1027880,-14,-988,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-30,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-1027880,-160432,-78872,-49,-34,-60,-1,-1027880,-10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T01:23:43.307Z,1029236,-2349,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-23,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-163095,-80404,-58,-29,-48,-1,-1029236,-8,-2344,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-20,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-1029236,-161788,-80228,-57,-23,-39,-2,-1029236,-5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T01:21:54.413Z,1029128,-2241,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-21,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-162987,-80296,-55,-27,-45,-5,-1029128,-7,-2236,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-18,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-1029128,-161680,-80120,-54,-20,-37,-3,-1029128,-4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T01:19:45.023Z,1028999,-2112,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-22,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-162858,-80167,-56,-24,-46,-6,-1028999,-8,-2107,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-19,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-1028999,-161551,-79991,-55,-22,-38,-2,-1028999,-4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T01:17:53.298Z,1028886,-1999,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-25,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-162745,-80054,-255,-34,-51,-1,-1028886,-10,-1994,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-22,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-1028886,-161438,-79878,-253,-27,-44,-4,-1028886,-7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T01:14:34.723Z,1028688,-1801,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-33,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-162547,-79856,-57,-47,-76,-9,-1028688,-11,-1796,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-29,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-1028688,-161240,-79680,-55,-36,-66,-5,-1028688,-6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T01:30:01.325Z,1029615,-2728,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-23,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-163474,-80783,-34,-29,-47,0,-1029615,-8,-2723,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-20,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-1029615,-162167,-80607,-31,-23,-39,-2,-1029615,-5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T01:26:43.509Z,1029417,-2530,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-21,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-163276,-80585,-239,-27,-45,-2,-1029417,-7,-2525,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-18,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-1029417,-161969,-80409,-238,-21,-37,-1,-1029417,-4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T01:49:07.447Z,1030761,-757,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-30,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-164620,-81929,-50,-41,-68,-7,-1030761,-9,-753,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-26,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-1030761,-163313,-81753,-46,-34,-61,-3,-1030761,-5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T03:20:52.508Z,1036266,-1930,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-288,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-170125,-2031,-1889,-17,-1723,-21,-1036266,-1840,-1922,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-283,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-1036266,-168818,-1991,-1885,-15,-1720,-19,-1036266,-1835,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T03:20:11.353Z,1036225,-1889,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-247,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-170084,-1990,-1848,-14,-1682,-17,-1036225,-1799,-1881,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-242,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-1036225,-168777,-1950,-1844,-25,-1679,-15,-1036225,-1794,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T03:19:17.448Z,1036171,-1835,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-193,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-170030,-1936,-1794,-9,-1628,-56,-1036171,-1745,-1827,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-188,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-1036171,-168723,-1896,-1790,-7,-1625,-54,-1036171,-1740,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-21T13:42:35.960Z,1073569,-39233,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-163,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-207428,-39334,-223,-19,-234,-4,-1073569,-128,-39225,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-155,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-1073569,-206121,-39294,-221,-14,-232,-2,-1073569,-124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T12:10:22.976Z,1154437,-35704,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-313,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-288296,-48309,-2044,-304,-2069,-15,-1154437,-16,-35698,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-298,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-1154437,-286989,-48218,-2044,-300,-2062,-11,-1154437,-12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T12:09:51.312Z,1154405,-35672,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-281,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-288264,-48277,-2012,-272,-2037,-8,-1154405,-15,-35666,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-266,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-1154405,-286957,-48186,-2012,-268,-2030,-7,-1154405,-9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T12:09:22.242Z,1154376,-35643,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-252,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-288235,-48248,-1983,-243,-2008,-4,-1154376,-11,-35637,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-237,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-1154376,-286928,-48157,-1983,-239,-2001,-3,-1154376,-5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
