clock,sample,za1,za2,za3,za4,za5,za6,za7,za8,za9,za10,za11,za12,za13,za14,za15,za16,za17,za18,za19,za20,za21,za22,za23,za24,za25,za26,za27,za28,za29,za30,za31,za32,zd1,zd2,zd3,zd4,zd5,zd6,zd7,zd8,zd9,zd10,zd11,zd12,zd13,zd14,zd15,zd16,zd17,zd18,zd19,zd20,zd21,zd22,zd23,zd24,zd25,zd26,zd27,zd28,zd29,zd30,zd31,zd32,pattern1,pattern2,pattern3,pattern4,pattern5,pattern6,pattern7,pattern8
Tue May 03 2016 19:46:14 GMT-0700 (PDT),299121,-63,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-39,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-4345,-50,-1824,-3,-299121,-11,-57,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-30,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-299121,-4343,-41,-1822,-2,-299121,-6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:15 GMT-0700 (PDT),299122,-64,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-40,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-4346,-51,-1825,-4,-299122,-12,-58,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-31,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-299122,-4344,-42,-1823,-3,-299122,-7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:17 GMT-0700 (PDT),299123,-65,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-41,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-4347,-52,-1826,-5,-299123,-13,-59,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-32,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-299123,-4345,-43,-1824,-4,-299123,-8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:18 GMT-0700 (PDT),299124,-66,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-42,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-4348,-53,-1827,-6,-299124,-14,-60,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-33,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-299124,-4346,-44,-1825,-5,-299124,-9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:19 GMT-0700 (PDT),299126,-68,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-44,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-4350,-55,-1829,-8,-299126,-16,-62,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-35,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-299126,-4348,-46,-1827,-7,-299126,-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:20 GMT-0700 (PDT),299127,-69,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-45,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-4351,-56,-1830,-9,-299127,-17,-63,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-36,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-299127,-4349,-47,-1828,-8,-299127,-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:21 GMT-0700 (PDT),299128,-70,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-46,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-4352,-57,-1831,-10,-299128,-18,-64,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-37,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-299128,-4350,-48,-1829,-9,-299128,-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:23 GMT-0700 (PDT),299129,-71,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-47,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-4353,-58,-1832,-11,-299129,-19,-65,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-38,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-299129,-4351,-49,-1830,-10,-299129,-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:24 GMT-0700 (PDT),299130,-72,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-48,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-4354,-59,-1833,-12,-299130,-20,-66,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-39,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-299130,-4352,-50,-1831,-11,-299130,-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:25 GMT-0700 (PDT),299131,-73,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-49,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-4355,-60,-1834,-13,-299131,-21,-67,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-40,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-299131,-4353,-51,-1832,-12,-299131,-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:26 GMT-0700 (PDT),299133,-75,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-51,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-4357,-62,-1836,-15,-299133,-23,-69,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-42,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-299133,-4355,-53,-1834,-14,-299133,-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:27 GMT-0700 (PDT),299134,-76,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-52,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-4358,-63,-1837,-16,-299134,-24,-70,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-43,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-299134,-4356,-54,-1835,-15,-299134,-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:29 GMT-0700 (PDT),299135,-77,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-53,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-4359,-64,-1838,-17,-299135,-25,-71,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-44,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-299135,-4357,-55,-1836,-16,-299135,-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:30 GMT-0700 (PDT),299136,-78,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-54,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-4360,-65,-1839,-18,-299136,-26,-72,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-45,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-299136,-4358,-56,-1837,-17,-299136,-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:31 GMT-0700 (PDT),299137,-79,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-55,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-4361,-66,-1840,-19,-299137,-27,-73,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-46,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-299137,-4359,-57,-1838,-18,-299137,-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:37 GMT-0700 (PDT),299144,-86,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-62,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-4368,-73,-1847,-26,-299144,-34,-80,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-53,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-299144,-4366,-64,-1845,-25,-299144,-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:38 GMT-0700 (PDT),299145,-87,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-63,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-4369,-74,-1848,-27,-299145,-35,-81,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-54,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-299145,-4367,-65,-1846,-26,-299145,-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:39 GMT-0700 (PDT),299146,-88,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-64,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-4370,-75,-1849,-28,-299146,-36,-82,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-55,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-299146,-4368,-66,-1847,-27,-299146,-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:41 GMT-0700 (PDT),299147,-89,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-65,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-4371,-76,-1850,-29,-299147,-37,-83,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-56,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-299147,-4369,-67,-1848,-28,-299147,-32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:42 GMT-0700 (PDT),299148,-90,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-66,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-4372,-77,-1851,-30,-299148,-38,-84,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-57,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-299148,-4370,-68,-1849,-29,-299148,-33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:43 GMT-0700 (PDT),299150,-92,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-68,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-4374,-79,-1853,-32,-299150,-40,-86,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-59,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-299150,-4372,-70,-1851,-31,-299150,-35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:44 GMT-0700 (PDT),299151,-93,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-69,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-4375,-80,-1854,-33,-299151,-41,-87,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-60,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-299151,-4373,-71,-1852,-32,-299151,-36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:45 GMT-0700 (PDT),299152,-94,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-70,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-4376,-81,-1855,-34,-299152,-42,-88,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-61,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-299152,-4374,-72,-1853,-33,-299152,-37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:47 GMT-0700 (PDT),299153,-95,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-71,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-4377,-82,-1856,-35,-299153,-43,-89,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-62,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-299153,-4375,-73,-1854,-34,-299153,-38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:48 GMT-0700 (PDT),299154,-96,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-72,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-4378,-83,-1857,-36,-299154,-44,-90,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-63,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-299154,-4376,-74,-1855,-35,-299154,-39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:49 GMT-0700 (PDT),299156,-98,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-74,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-4380,-85,-1859,-38,-299156,-46,-92,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-65,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-299156,-4378,-76,-1857,-37,-299156,-41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:50 GMT-0700 (PDT),299157,-99,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-75,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-4381,-86,-1860,-39,-299157,-47,-93,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-66,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-299157,-4379,-77,-1858,-38,-299157,-42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:52 GMT-0700 (PDT),299158,-100,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-76,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-4382,-87,-1861,-40,-299158,-48,-94,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-67,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-299158,-4380,-78,-1859,-39,-299158,-43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:53 GMT-0700 (PDT),299159,-101,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-77,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-4383,-88,-1862,-41,-299159,-49,-95,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-68,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-299159,-4381,-79,-1860,-40,-299159,-44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:55 GMT-0700 (PDT),299162,-104,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-80,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-4386,-91,-1865,-44,-299162,-52,-98,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-71,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-299162,-4384,-82,-1863,-43,-299162,-47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:56 GMT-0700 (PDT),299163,-105,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-81,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-4387,-92,-1866,-45,-299163,-53,-99,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-72,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-299163,-4385,-83,-1864,-44,-299163,-48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:57 GMT-0700 (PDT),299164,-106,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-82,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-4388,-93,-1867,-46,-299164,-54,-100,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-73,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-299164,-4386,-84,-1865,-45,-299164,-49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:59 GMT-0700 (PDT),299165,-107,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-83,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-4389,-94,-1868,-47,-299165,-55,-101,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-74,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-299165,-4387,-85,-1866,-46,-299165,-50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:47:00 GMT-0700 (PDT),299166,-108,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-84,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-4390,-95,-1869,-48,-299166,-56,-102,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-75,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-299166,-4388,-86,-1867,-47,-299166,-51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:47:01 GMT-0700 (PDT),299167,-109,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-85,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-4391,-96,-1870,-49,-299167,-57,-103,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-76,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-299167,-4389,-87,-1868,-48,-299167,-52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:47:02 GMT-0700 (PDT),299169,-111,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-87,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-4393,-98,-1872,-51,-299169,-59,-105,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-78,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-299169,-4391,-89,-1870,-50,-299169,-54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:47:03 GMT-0700 (PDT),299170,-112,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-88,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-4394,-99,-1873,-52,-299170,-60,-106,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-79,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-299170,-4392,-90,-1871,-51,-299170,-55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:47:05 GMT-0700 (PDT),299171,-113,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-89,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-4395,-100,-1874,-53,-299171,-61,-107,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-80,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-299171,-4393,-91,-1872,-52,-299171,-56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:47:06 GMT-0700 (PDT),299172,-114,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-90,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-4396,-101,-1875,-54,-299172,-62,-108,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-81,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-299172,-4394,-92,-1873,-53,-299172,-57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:47:08 GMT-0700 (PDT),299174,-116,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-92,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-4398,-103,-1877,-56,-299174,-64,-110,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-83,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-299174,-4396,-94,-1875,-55,-299174,-59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:47:09 GMT-0700 (PDT),299176,-118,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-94,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-4400,-105,-1879,-58,-299176,-66,-112,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-85,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-299176,-4398,-96,-1877,-57,-299176,-61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:47:10 GMT-0700 (PDT),299177,-119,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-95,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-4401,-106,-1880,-59,-299177,-67,-113,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-86,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-299177,-4399,-97,-1878,-58,-299177,-62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:47:12 GMT-0700 (PDT),299178,-120,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-96,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-4402,-107,-1881,-60,-299178,-68,-114,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-87,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-299178,-4400,-98,-1879,-59,-299178,-63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
